CMDLINE /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/bin/python3 byewait/src/app.py
MEM 3.484375 1551161507.4799
MEM 14.234375 1551161507.5802
MEM 24.847656 1551161507.6805
MEM 31.136719 1551161507.7809
MEM 31.136719 1551161507.8816
MEM 31.136719 1551161507.9822
MEM 31.136719 1551161508.0829
MEM 31.136719 1551161508.1833
MEM 31.136719 1551161508.2839
MEM 31.136719 1551161508.3846
MEM 31.136719 1551161508.4852
MEM 31.136719 1551161508.5859
MEM 31.136719 1551161508.6866
MEM 31.136719 1551161508.7870
MEM 31.136719 1551161508.8874
MEM 31.136719 1551161508.9878
MEM 31.136719 1551161509.0882
MEM 31.136719 1551161509.1886
MEM 31.136719 1551161509.2890
MEM 31.136719 1551161509.3893
MEM 31.136719 1551161509.4897
MEM 31.136719 1551161509.5900
MEM 31.136719 1551161509.6904
MEM 31.136719 1551161509.7907
MEM 31.136719 1551161509.8911
MEM 31.136719 1551161509.9914
MEM 31.136719 1551161510.0918
MEM 31.136719 1551161510.1922
MEM 31.136719 1551161510.2925
MEM 31.136719 1551161510.3929
MEM 31.136719 1551161510.4932
MEM 31.136719 1551161510.5936
MEM 31.136719 1551161510.6939
MEM 31.136719 1551161510.7943
MEM 31.136719 1551161510.8947
MEM 31.136719 1551161510.9950
MEM 31.136719 1551161511.0954
MEM 31.136719 1551161511.1958
MEM 31.136719 1551161511.2961
MEM 31.136719 1551161511.3965
MEM 31.136719 1551161511.4968
MEM 31.136719 1551161511.5972
MEM 31.136719 1551161511.6975
MEM 31.136719 1551161511.7979
MEM 31.136719 1551161511.8982
MEM 31.136719 1551161511.9986
MEM 31.136719 1551161512.0989
MEM 31.136719 1551161512.1993
MEM 31.136719 1551161512.2997
MEM 31.136719 1551161512.4000
MEM 31.136719 1551161512.5004
MEM 31.136719 1551161512.6008
MEM 31.136719 1551161512.7012
MEM 31.136719 1551161512.8016
MEM 31.136719 1551161512.9020
MEM 31.136719 1551161513.0023
MEM 31.136719 1551161513.1027
MEM 31.136719 1551161513.2030
MEM 31.136719 1551161513.3034
MEM 31.136719 1551161513.4038
MEM 31.136719 1551161513.5042
MEM 31.136719 1551161513.6045
MEM 31.136719 1551161513.7049
MEM 31.136719 1551161513.8053
MEM 31.136719 1551161513.9057
MEM 31.136719 1551161514.0060
MEM 31.136719 1551161514.1063
MEM 31.136719 1551161514.2066
MEM 31.136719 1551161514.3070
MEM 31.136719 1551161514.4074
MEM 31.136719 1551161514.5077
MEM 31.136719 1551161514.6081
MEM 31.136719 1551161514.7084
MEM 31.136719 1551161514.8087
MEM 31.136719 1551161514.9091
MEM 31.136719 1551161515.0095
MEM 31.136719 1551161515.1098
MEM 31.136719 1551161515.2102
MEM 31.136719 1551161515.3106
MEM 31.136719 1551161515.4109
MEM 31.136719 1551161515.5113
MEM 31.136719 1551161515.6116
MEM 31.136719 1551161515.7120
MEM 31.136719 1551161515.8123
MEM 31.136719 1551161515.9127
MEM 31.136719 1551161516.0131
MEM 31.136719 1551161516.1135
MEM 31.136719 1551161516.2138
MEM 31.136719 1551161516.3142
MEM 31.136719 1551161516.4145
MEM 31.136719 1551161516.5149
MEM 31.136719 1551161516.6153
MEM 31.136719 1551161516.7157
MEM 31.136719 1551161516.8160
MEM 31.136719 1551161516.9163
MEM 31.136719 1551161517.0167
MEM 31.136719 1551161517.1175
MEM 31.136719 1551161517.2180
MEM 31.136719 1551161517.3189
MEM 31.136719 1551161517.4193
MEM 31.136719 1551161517.5197
MEM 31.136719 1551161517.6201
MEM 31.136719 1551161517.7212
MEM 31.136719 1551161517.8216
MEM 31.136719 1551161517.9220
MEM 31.136719 1551161518.0224
MEM 31.136719 1551161518.1227
MEM 31.136719 1551161518.2236
MEM 31.136719 1551161518.3242
MEM 31.136719 1551161518.4247
MEM 31.136719 1551161518.5251
MEM 31.136719 1551161518.6255
MEM 31.136719 1551161518.7259
MEM 31.136719 1551161518.8263
MEM 31.136719 1551161518.9266
MEM 31.136719 1551161519.0270
MEM 31.136719 1551161519.1275
MEM 31.136719 1551161519.2279
MEM 31.136719 1551161519.3283
MEM 31.136719 1551161519.4287
MEM 31.136719 1551161519.5290
MEM 31.136719 1551161519.6296
MEM 31.136719 1551161519.7300
MEM 31.136719 1551161519.8304
MEM 31.136719 1551161519.9319
MEM 31.136719 1551161520.0323
MEM 31.136719 1551161520.1328
MEM 31.136719 1551161520.2332
MEM 31.136719 1551161520.3336
MEM 31.136719 1551161520.4340
MEM 31.136719 1551161520.5344
MEM 31.136719 1551161520.6347
MEM 31.136719 1551161520.7351
MEM 31.136719 1551161520.8355
MEM 31.136719 1551161520.9358
MEM 31.136719 1551161521.0362
MEM 31.136719 1551161521.1366
MEM 31.136719 1551161521.2369
MEM 31.136719 1551161521.3373
MEM 31.136719 1551161521.4380
MEM 31.136719 1551161521.5386
MEM 31.136719 1551161521.6391
MEM 31.136719 1551161521.7397
MEM 31.136719 1551161521.8403
MEM 31.136719 1551161521.9409
MEM 31.136719 1551161522.0413
MEM 31.136719 1551161522.1416
MEM 31.136719 1551161522.2421
MEM 31.136719 1551161522.3425
MEM 31.136719 1551161522.4446
MEM 31.136719 1551161522.5453
MEM 31.136719 1551161522.6457
MEM 31.136719 1551161522.7461
MEM 31.136719 1551161522.8466
MEM 31.136719 1551161522.9469
MEM 31.136719 1551161523.0474
MEM 31.136719 1551161523.1487
MEM 31.136719 1551161523.2491
MEM 31.136719 1551161523.3494
MEM 31.136719 1551161523.4498
MEM 31.136719 1551161523.5505
MEM 31.136719 1551161523.6511
MEM 31.136719 1551161523.7517
MEM 31.136719 1551161523.8523
MEM 31.136719 1551161523.9528
MEM 31.136719 1551161524.0531
MEM 31.136719 1551161524.1534
MEM 31.136719 1551161524.2538
MEM 31.136719 1551161524.3544
MEM 31.136719 1551161524.4550
MEM 31.136719 1551161524.5555
MEM 31.136719 1551161524.6561
MEM 31.136719 1551161524.7565
MEM 31.136719 1551161524.8569
MEM 31.136719 1551161524.9573
MEM 31.136719 1551161525.0577
MEM 31.136719 1551161525.1582
MEM 31.136719 1551161525.2586
MEM 31.136719 1551161525.3590
MEM 31.136719 1551161525.4594
MEM 31.136719 1551161525.5597
MEM 31.136719 1551161525.6601
MEM 31.136719 1551161525.7605
MEM 31.136719 1551161525.8610
MEM 31.136719 1551161525.9615
MEM 31.136719 1551161526.0622
MEM 31.136719 1551161526.1626
MEM 31.136719 1551161526.2630
MEM 31.136719 1551161526.3634
MEM 31.136719 1551161526.4639
MEM 31.136719 1551161526.5642
MEM 31.136719 1551161526.6646
MEM 31.136719 1551161526.7657
