CMDLINE /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/bin/python3 byewait/src/app.py
MEM 1.398438 1551048747.5117
MEM 15.960938 1551048747.6121
MEM 28.769531 1551048747.7124
MEM 31.859375 1551048747.8127
MEM 31.859375 1551048747.9134
MEM 31.859375 1551048748.0140
MEM 31.859375 1551048748.1147
MEM 31.859375 1551048748.2150
MEM 31.859375 1551048748.3156
MEM 31.859375 1551048748.4163
MEM 31.859375 1551048748.5171
MEM 31.859375 1551048748.6178
MEM 31.859375 1551048748.7181
MEM 31.859375 1551048748.8188
MEM 31.859375 1551048748.9192
MEM 31.859375 1551048749.0195
MEM 31.859375 1551048749.1198
MEM 32.039062 1551048749.2204
MEM 32.171875 1551048749.3208
MEM 32.171875 1551048749.4211
MEM 32.171875 1551048749.5215
MEM 33.574219 1551048749.6218
MEM 36.085938 1551048749.7220
MEM 36.085938 1551048749.8224
MEM 36.085938 1551048749.9227
MEM 36.359375 1551048750.0230
MEM 36.359375 1551048750.1234
MEM 36.359375 1551048750.2237
MEM 36.359375 1551048750.3240
MEM 36.359375 1551048750.4244
MEM 36.359375 1551048750.5247
MEM 36.359375 1551048750.6250
MEM 36.359375 1551048750.7253
MEM 36.359375 1551048750.8256
MEM 36.437500 1551048750.9259
MEM 36.691406 1551048751.0262
MEM 36.949219 1551048751.1265
MEM 36.949219 1551048751.2268
MEM 36.949219 1551048751.3270
MEM 36.949219 1551048751.4273
MEM 37.207031 1551048751.5277
MEM 37.207031 1551048751.6280
MEM 37.207031 1551048751.7283
MEM 37.464844 1551048751.8286
MEM 37.464844 1551048751.9289
MEM 37.464844 1551048752.0292
MEM 37.722656 1551048752.1294
MEM 37.847656 1551048752.2297
MEM 37.847656 1551048752.3300
MEM 37.847656 1551048752.4303
MEM 38.101562 1551048752.5306
MEM 38.101562 1551048752.6309
MEM 38.101562 1551048752.7313
MEM 38.359375 1551048752.8316
MEM 38.359375 1551048752.9319
MEM 38.359375 1551048753.0322
MEM 37.613281 1551048753.1328
MEM 37.613281 1551048753.2333
