Sun Feb 24 18:07:46 2019    /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/PEF/profiling/results.txt

         960982 function calls (955396 primitive calls) in 18.116 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/tcpserver.py:38(TCPServer)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
     3005    0.003    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/_weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/selector_events.py:621(_SelectorSocketTransport)
        4    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:155(__delitem__)
        1    0.000    0.000    0.000    0.000 byewait/src/services/menuService.py:6(MenuService)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:1960(GetCipherByName)
     1453    0.006    0.000    0.095    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:1443(_read_rowdata_packet)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Hash/SHA256.py:35(<module>)
    12095    0.041    0.000    0.684    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:981(_read_packet)
      654    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:45(_r_long)
      951    0.001    0.000    0.005    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:816(literal)
    12095    0.005    0.000    0.011    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:387(check_error)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/encodings/idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fe16839f510}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/protocols.py:103(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/modes.py:48(ModeWithNonce)
       62    0.001    0.000    0.038    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:985(finish)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1178(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method _hashlib.new}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/http/cookies.py:484(BaseCookie)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/constants/CLIENT.py:2(<module>)
        2    0.000    0.000    0.002    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/routing.py:306(add_rules)
        1    0.000    0.000    0.000    0.000 byewait/src/repository/repo.py:8(Repo)
       24    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:762(get_autocommit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:1773(BinaryIO)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/PublicKey/RSA.py:93(_RSAobj)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.5/asyncio/selector_events.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/base.py:141(_CipherContext)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:41(FortunaPool)
      382    0.001    0.000    0.004    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:176(parse_line)
        1    0.000    0.000    0.000    0.000 byewait/src/model/opcionItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/string.py:77(Template)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/api_jws.py:18(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/err.py:62(NotSupportedError)
       74    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/ioloop.py:794(split_fd)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Random/_UserFriendlyRNG.py:40(_EntropySource)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:1835(re)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:195(SECP521R1)
       12    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_PKEY_sign_init}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/configparser.py:358(Interpolation)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:336(BasicConstraints)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/concurrent/futures/process.py:128(_CallItem)
       22    0.000    0.000    0.015    0.001 byewait/src/exceptions/exceptions.py:34(__init__)
        1    0.000    0.000    0.001    0.001 byewait/src/repository/itemsRepo.py:1(<module>)
        6    0.000    0.000    0.016    0.003 byewait/src/handlers/menuItemScoreHandler.py:20(post)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/algorithms.py:26(AES)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:2056(IPv6Interface)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.5/http/__init__.py:19(__new__)
      124    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httpserver.py:196(start_request)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.CRYPTO_get_locking_callback}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:510(DSASignature)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:1776(Boolean)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/__about__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/concurrent.py:70(_TracebackLogger)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:2940(ObjectDescriptor)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:4552(VideotexString)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
      673    0.003    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:1444(IPv4Network)
        2    0.000    0.000    0.002    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:1813(__init__)
        2    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:92(_path_isdir)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:899(TLSFeatureType)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:433(_ip_int_from_prefix)
       62    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:712(parse_body_arguments)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/string.py:174(Formatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/enum.py:556(IntEnum)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/functools.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 byewait/src/exceptions/exceptions.py:33(BadRequest)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.5/curses/__init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/contextlib.py:57(__enter__)
      365    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(parent)
     1280    0.000    0.000    0.001    0.000 /usr/lib/python3.5/asyncio/events.py:614(get_event_loop_policy)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_clear_error}
        5    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/_elliptic_curve.py:60(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ssl.py:353(SSLContext)
      210    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.003    0.003 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/__init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
       62    0.001    0.000    0.007    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:193(parse)
      146    0.001    0.000    0.012    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/utils.py:89(verify_interface)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/configparser.py:295(ParsingError)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:913(InhibitAnyPolicy)
       16    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:423(_rsa_cdata_to_evp_pkey)
       30    0.000    0.000    0.001    0.000 byewait/src/exceptions/exceptions.py:30(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/http/client.py:1311(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/mimetypes.py:24(<module>)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/modes.py:5(<module>)
    26349    0.019    0.000    0.019    0.000 {method 'settimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:192(c_float)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.5/ctypes/util.py:250(find_library)
        4    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/functools.py:551(_c3_merge)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Util/_number_new.py:27(<module>)
     2721    0.001    0.000    0.002    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:363(is_ok_packet)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1074(PlaceHolder)
        1    0.000    0.000    0.005    0.005 byewait/src/services/menuService.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:1401(UnrecognizedExtension)
       62    0.000    0.000    0.001    0.000 /usr/lib/python3.5/socket.py:425(type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_compression.py:33(DecompressReader)
     1404    0.001    0.000    0.001    0.000 /usr/lib/python3.5/asyncio/futures.py:250(done)
       98    0.000    0.000    4.500    0.046 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/platform/asyncio.py:115(_handle_events)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/oid.py:170(ExtendedKeyUsageOID)
        4    0.000    0.000    0.000    0.000 byewait/src/services/credencialesService.py:19(__init__)
      124    0.001    0.000    0.008    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/ioloop.py:598(add_timeout)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/serialization.py:198(BestAvailableEncryption)
      912    0.001    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:209(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/configparser.py:241(NoOptionError)
     2147    0.001    0.000    0.001    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:210(BaseIOStream)
      342    0.002    0.000    0.005    0.000 /usr/lib/python3.5/inspect.py:2065(_signature_from_function)
        1    0.000    0.000    0.000    0.000 byewait/src/repository/registerRepo.py:9(RegisterRepo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/dh.py:80(DHParameterNumbers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:1378(SupportsFloat)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:382(_check_name_wrapper)
       16    0.000    0.000    0.002    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/serialization.py:80(_load_ssh_rsa_public_key)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:960(_get_parent_path)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/util.py:295(__new__)
        1    0.000    0.000    0.000    0.000 byewait/src/services/historialPedidosService.py:10(HistorialPedidosService)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/ec.py:126(_EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/template.py:537(_ExtendsBlock)
       86    0.003    0.000    0.003    0.000 /usr/lib/python3.5/socket.py:399(_real_close)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/_locale_data.py:17(<module>)
       62    0.000    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:1174(close_fd)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/concurrent.py:382(DummyExecutor)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/base.py:228(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/unix_events.py:857(FastChildWatcher)
    19/18    0.006    0.000    0.007    0.000 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/calendar.py:47(_localized_month)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/re.py:205(findall)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/interfaces.py:12(CipherBackend)
      310    0.001    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/http1connection.py:265(_clear_callbacks)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/datetime.py:1815(timezone)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/base_events.py:221(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/rsa.py:271(_RSASignatureContext)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/hashes.py:111(SHA224)
        2    0.000    0.000    0.002    0.001 byewait/src/services/restaurantesService.py:19(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/base.py:96(Cipher)
      356    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:481(HTTPOutputError)
     2065    0.001    0.000    0.004    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/cursors.py:102(nextset)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/util.py:202(extended_date)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/bz2.py:31(BZ2File)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/err.py:25(DatabaseError)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:372(Pbkdf2Params)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/cursors.py:518(SSDictCursor)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/dsa.py:108(_DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 byewait/src/services/pedidoService.py:8(PedidoService)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:213(SECP256K1)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:73(_NormalizedHeaderCache)
      142    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/oid.py:59(__hash__)
      728    0.002    0.000    0.010    0.000 /usr/lib/python3.5/asyncio/futures.py:230(_schedule_callbacks)
        1    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 byewait/src/handlers/comandaHandler.py:14(ComandaHandler)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:512(YieldPoint)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/ciphers.py:13(_CipherContext)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:2286(IntegerBitString)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/uu.py:39(Error)
      327    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:419(_validate_bytecode_header)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/utils.py:115(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:333(AnyMeta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/lzma.py:37(LZMAFile)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/serialization.py:207(NoEncryption)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:642(YieldFuture)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:2956(Real)
       10    0.000    0.000    2.241    0.224 byewait/src/repository/registerRepo.py:14(registrarUsuario)
        2    0.008    0.004    0.516    0.258 byewait/src/repository/menuRepo.py:19(getItemsMenu)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:1695(AbstractString)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/_encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/oid.py:185(CertificatePoliciesOID)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/utils.py:46(register_decorator)
      331    0.000    0.000    0.000    0.000 /usr/lib/python3.5/socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1224(Logger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/configparser.py:374(BasicInterpolation)
      542    0.001    0.000    0.006    0.000 /usr/lib/python3.5/asyncio/futures.py:322(set_result)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:1099(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/base.py:35(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       62    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
