Sun Feb 24 18:07:46 2019    /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/PEF/profiling/results.txt

         960982 function calls (955396 primitive calls) in 18.116 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:4517(EmbeddedPdv)
      342    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:467(_is_wrapper)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:278(ECDSA)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:4754(VisibleString)
     5840    0.003    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:367(is_eof_packet)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/padding.py:26(PKCS1v15)
        2    0.000    0.000    0.313    0.157 byewait/src/services/restaurantesService.py:13(getAllRestaurants)
     2111    0.003    0.000    0.034    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:1036(_write_bytes)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/api_jwt.py:22(_get_default_options)
       36    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/utils.py:45(base64url_encode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:188(c_uint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/transports.py:37(ReadTransport)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/events.py:196(AbstractServer)
      374    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:716(find_spec)
       11    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/name.py:28(<genexpr>)
   284/95    0.005    0.000    0.014    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:491(_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/streams.py:1(<module>)
     2663    0.001    0.000    0.001    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/events.py:587(new_event_loop)
       16    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:1372(_read_ok_packet)
      294    0.001    0.000    4.535    0.015 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/stack_context.py:272(null_wrapper)
       12    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/algorithms.py:190(__init__)
       24    0.000    0.000    0.004    0.000 /usr/lib/python3.5/socket.py:677(create_connection)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:232(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:655(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/locks.py:387(Semaphore)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httpserver.py:42(HTTPServer)
       62    0.001    0.000    4.389    0.071 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:1695(wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
      124    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:594(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:1570(_internal_poll)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/algorithms.py:106(ARC4)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/algorithms.py:106(NoneAlgorithm)
       87    0.001    0.000    0.024    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_compile.py:531(compile)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/bindings/openssl/_conditional.py:123(cryptography_has_ssl_st)
        1    0.000    0.000    0.003    0.003 byewait/src/handlers/historialPedidosHandler.py:1(<module>)
      498    0.000    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/http1connection.py:385(<genexpr>)
      124    0.001    0.000    0.002    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/_collections_abc.py:756(update)
      196    0.000    0.000    0.036    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/ioloop.py:753(_run_callback)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.5/asyncio/coroutines.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/routing.py:322(process_rule)
     1469    0.004    0.000    0.666    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:1338(read)
     1460    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      113    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:78(opengroup)
      489    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:87(_path_isfile)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.5/selectors.py:414(unregister)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:180(RSASSAPSSParams)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/certificate_transparency.py:5(<module>)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.5/asyncio/unix_events.py:1(<module>)
        6    0.000    0.000    0.033    0.006 byewait/src/handlers/pedidoHandler.py:38(post)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Util/asn1.py:66(encode)
        1    0.000    0.000    0.006    0.006 byewait/src/handlers/comandasWebSocket.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.5/ipaddress.py:1558(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/concurrent/futures/_base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/message.py:106(Message)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/util.py:112(GzipDecompressor)
       18    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:89(__missing__)
       84    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:806(release)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:598(_BaseNetwork)
       24    0.001    0.000    0.036    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:529(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:854(EndOfBlock)
     1469    0.001    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/cursors.py:341(_show_warnings)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/decode_asn1.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:2948(InstanceOf)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/concurrent/futures/thread.py:83(ThreadPoolExecutor)
     1045    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:165(append)
       84    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      110    0.001    0.000    0.003    0.000 /usr/lib/python3.5/json/decoder.py:334(decode)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.5/opcode.py:45(name_op)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:1245(IPv4Address)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/handlers.py:994(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/padding.py:62(MGF1)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:594(PolicyConstraints)
       24    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:208(pack_int24)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Random/_UserFriendlyRNG.py:182(RNGFile)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:3029(TemplateModule)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:613(EncryptionAlgorithm)
        1    0.000    0.000    0.000    0.000 <string>:5(ScoreItem)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:2198(OctetBitString)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/rsa.py:54(RSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.019    0.019 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/feedparser.py:45(BufferedSubFile)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/http1connection.py:473(_on_write_complete)
      596    0.001    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/cursors.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:237(DefragResult)
      124    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/routing.py:211(start_request)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/stack_context.py:213(NullContext)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
    16052    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/_ffi.py:30(LibraryNotFoundError)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:2246(MissingArgumentError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:167(c_ushort)
      248    0.001    0.000    0.002    0.000 /usr/lib/python3.5/socket.py:419(family)
      208    0.000    0.000    0.023    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/re.py:222(compile)
      382    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       42    0.000    0.000    0.003    0.000 /usr/lib/python3.5/logging/__init__.py:842(handle)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ssl.py:330(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ssl.py:134(<dictcomp>)
       28    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_DigestFinal_ex}
       31    0.000    0.000    0.000    0.000 byewait/src/decorators/handleException.py:7(handleException)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/template.py:636(_Module)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/weakref.py:101(__init__)
   104/67    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:276(_get_type_vars)
        1    0.000    0.000    0.033    0.033 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/log.py:29(<module>)
  365/364    0.001    0.000    0.017    0.000 <frozen importlib._bootstrap>:570(module_from_spec)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/times.py:1(<module>)
      572    0.002    0.000    0.002    0.000 <string>:35(_asdict)
     1469    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:1334(__del__)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        2    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/functools.py:664(_find_impl)
      176    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:312(_class_escape)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:231(BrainpoolP256R1)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1269(info)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:206(ECPoint)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httpserver.py:148(initialize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/context.py:13(ProcessError)
    10228    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:608(<listcomp>)
      124    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/base_events.py:1211(_timer_handle_cancelled)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:407(ECPrivateKey)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
       32    0.000    0.000    0.005    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/escape.py:73(json_encode)
        1    0.000    0.000    0.002    0.002 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/netutil.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/_teletex_codec.py:64(register)
        1    0.000    0.000    0.000    0.000 byewait/src/repository/historialPedidosRepo.py:8(HistorialPedidosRepo)
        1    0.000    0.000    0.000    0.000 byewait/src/exceptions/exceptions.py:74(ForbiddenException)
       77    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/oid.py:12(__init__)
     1724    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:68(_path_stat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/pickle.py:180(<listcomp>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.5/typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/algorithms.py:66(Algorithm)
      124    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:1008(<genexpr>)
       99    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:1882(__init__)
       92    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/functools.py:43(update_wrapper)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/tokenize.py:112(any)
      248    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/ioloop.py:583(time)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/selectors.py:394(EpollSelector)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.5/enum.py:361(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/kdf/scrypt.py:23(Scrypt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:240(__exit__)
      327    0.002    0.000    0.043    0.000 <frozen importlib._bootstrap_external>:729(get_code)
      124    0.001    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:133(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/context.py:19(TimeoutError)
        1    0.000    0.000    0.004    0.004 byewait/src/repository/menuRepo.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:3024(_xsrf_form_html)
    12095    0.005    0.000    0.005    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:233(__init__)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:989(result)
        1    0.000    0.000    0.003    0.003 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:25(<module>)
       88    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/six.py:141(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/rsa.py:328(_RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:446(Attributes)
      848    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/futures.py:201(__del__)
       34    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/queue.py:21(Queue)
      465    0.007    0.000   17.904    0.039 /usr/lib/python3.5/asyncio/base_events.py:1216(_run_once)
        1    0.000    0.000    0.000    0.000 byewait/src/services/menuItemScoreService.py:6(MenuItemScoreService)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/general_name.py:35(UnsupportedGeneralNameType)
       24    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:697(<listcomp>)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.5/selectors.py:233(register)
  332/258    0.004    0.000    4.482    0.017 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:1081(run)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:365(Pbkdf2Salt)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:1019(Runner)
        1    0.000    0.000    0.006    0.006 byewait/src/handlers/menuHandler.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.5/enum.py:280(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/concurrent/futures/process.py:115(_WorkItem)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:950(_find_parent_path_names)
       16    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:417(_create_evp_pkey_gc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/json/encoder.py:73(JSONEncoder)
       90    0.001    0.000    0.001    0.000 /usr/lib/python3.5/socket.py:129(__init__)
       62    0.000    0.000    0.005    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:556(close)
       12    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:1197(_load_key)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/encodings/idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/bindings/openssl/binding.py:95(Binding)
     7660    0.013    0.000    0.016    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:357(read_struct)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:1043(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/charset.py:2(<module>)
     5573    0.005    0.000    0.118    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:406(__init__)
    31900    0.010    0.000    0.017    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Random/Fortuna/FortunaGenerator.py:25(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/transports.py:147(DatagramTransport)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/util.py:87(TimeoutError)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:1368(PrecertificateSignedCertificateTimestamps)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/datetime.py:513(__neg__)
      180    0.001    0.000    0.002    0.000 /usr/lib/python3.5/configparser.py:1216(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/http1connection.py:19(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:374(EllipticCurvePrivateNumbers)
