CMDLINE /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/bin/python3 byewait/src/app.py
MEM 1.277344 1551052108.5554
MEM 17.484375 1551052108.6558
MEM 29.890625 1551052108.7561
MEM 32.023438 1551052108.8566
MEM 32.023438 1551052108.9574
MEM 32.023438 1551052109.0581
MEM 32.023438 1551052109.1588
MEM 32.023438 1551052109.2591
MEM 32.023438 1551052109.3597
MEM 32.023438 1551052109.4604
MEM 32.023438 1551052109.5611
MEM 32.023438 1551052109.6618
MEM 32.023438 1551052109.7626
MEM 32.023438 1551052109.8632
MEM 32.023438 1551052109.9639
MEM 32.023438 1551052110.0646
MEM 32.023438 1551052110.1653
MEM 32.023438 1551052110.2659
MEM 32.023438 1551052110.3666
MEM 32.023438 1551052110.4672
MEM 32.023438 1551052110.5678
MEM 32.023438 1551052110.6684
MEM 32.023438 1551052110.7690
MEM 32.023438 1551052110.8697
MEM 32.023438 1551052110.9704
MEM 32.023438 1551052111.0711
MEM 32.023438 1551052111.1718
MEM 32.023438 1551052111.2725
MEM 32.023438 1551052111.3732
MEM 32.023438 1551052111.4738
MEM 32.023438 1551052111.5745
MEM 32.023438 1551052111.6752
MEM 32.023438 1551052111.7759
MEM 32.023438 1551052111.8766
MEM 32.023438 1551052111.9773
MEM 32.023438 1551052112.0780
MEM 32.023438 1551052112.1787
MEM 32.023438 1551052112.2793
MEM 32.023438 1551052112.3800
MEM 32.023438 1551052112.4807
MEM 32.023438 1551052112.5814
MEM 32.023438 1551052112.6821
MEM 32.023438 1551052112.7828
MEM 32.023438 1551052112.8834
MEM 32.023438 1551052112.9839
MEM 32.023438 1551052113.0847
MEM 32.023438 1551052113.1853
MEM 32.023438 1551052113.2860
MEM 32.023438 1551052113.3867
MEM 32.023438 1551052113.4874
MEM 32.023438 1551052113.5881
MEM 32.023438 1551052113.6890
MEM 32.023438 1551052113.7896
MEM 32.023438 1551052113.8903
MEM 32.023438 1551052113.9910
MEM 32.023438 1551052114.0917
MEM 32.023438 1551052114.1923
MEM 32.023438 1551052114.2931
MEM 32.023438 1551052114.3938
MEM 32.023438 1551052114.4945
MEM 32.023438 1551052114.5952
MEM 32.023438 1551052114.6959
MEM 32.023438 1551052114.7966
MEM 32.023438 1551052114.8973
MEM 32.023438 1551052114.9979
MEM 32.023438 1551052115.0986
MEM 32.023438 1551052115.1993
MEM 32.023438 1551052115.3000
MEM 32.023438 1551052115.4007
MEM 32.023438 1551052115.5013
MEM 32.023438 1551052115.6020
MEM 32.023438 1551052115.7027
MEM 32.023438 1551052115.8034
MEM 32.023438 1551052115.9040
MEM 32.023438 1551052116.0047
MEM 32.023438 1551052116.1054
MEM 32.023438 1551052116.2061
MEM 32.023438 1551052116.3067
MEM 32.023438 1551052116.4073
MEM 32.023438 1551052116.5079
MEM 32.023438 1551052116.6086
MEM 32.023438 1551052116.7093
MEM 32.023438 1551052116.8099
MEM 32.023438 1551052116.9106
MEM 32.023438 1551052117.0113
MEM 32.023438 1551052117.1120
MEM 32.023438 1551052117.2126
MEM 32.023438 1551052117.3132
MEM 32.023438 1551052117.4139
MEM 32.023438 1551052117.5145
MEM 32.023438 1551052117.6152
MEM 32.023438 1551052117.7159
MEM 32.023438 1551052117.8162
MEM 32.023438 1551052117.9167
MEM 32.023438 1551052118.0174
MEM 32.023438 1551052118.1181
MEM 32.023438 1551052118.2188
MEM 32.023438 1551052118.3194
MEM 32.023438 1551052118.4201
MEM 32.023438 1551052118.5208
MEM 32.023438 1551052118.6215
MEM 32.023438 1551052118.7222
MEM 32.023438 1551052118.8230
MEM 32.023438 1551052118.9237
MEM 32.023438 1551052119.0243
MEM 32.023438 1551052119.1250
MEM 32.023438 1551052119.2257
MEM 32.023438 1551052119.3264
MEM 32.023438 1551052119.4271
MEM 32.023438 1551052119.5278
MEM 32.023438 1551052119.6285
MEM 32.023438 1551052119.7289
MEM 32.023438 1551052119.8293
MEM 32.023438 1551052119.9299
MEM 32.023438 1551052120.0307
MEM 32.023438 1551052120.1314
MEM 32.023438 1551052120.2320
MEM 32.023438 1551052120.3327
MEM 32.023438 1551052120.4334
MEM 32.023438 1551052120.5341
MEM 32.023438 1551052120.6348
MEM 32.023438 1551052120.7355
MEM 32.023438 1551052120.8362
MEM 32.023438 1551052120.9369
MEM 32.023438 1551052121.0376
MEM 32.023438 1551052121.1383
MEM 32.023438 1551052121.2389
MEM 32.023438 1551052121.3396
MEM 32.023438 1551052121.4403
MEM 32.023438 1551052121.5409
MEM 32.023438 1551052121.6416
MEM 32.023438 1551052121.7422
MEM 32.023438 1551052121.8429
MEM 32.023438 1551052121.9436
MEM 32.023438 1551052122.0443
MEM 32.023438 1551052122.1450
MEM 32.023438 1551052122.2457
MEM 32.023438 1551052122.3464
MEM 32.023438 1551052122.4470
MEM 32.023438 1551052122.5477
MEM 32.023438 1551052122.6484
MEM 32.023438 1551052122.7491
MEM 32.023438 1551052122.8498
MEM 32.023438 1551052122.9505
MEM 32.023438 1551052123.0512
MEM 32.023438 1551052123.1518
MEM 32.023438 1551052123.2525
MEM 32.023438 1551052123.3531
MEM 32.023438 1551052123.4538
MEM 32.023438 1551052123.5545
MEM 32.023438 1551052123.6551
MEM 32.023438 1551052123.7558
MEM 32.023438 1551052123.8564
MEM 32.023438 1551052123.9572
MEM 32.023438 1551052124.0579
MEM 32.023438 1551052124.1586
MEM 32.023438 1551052124.2593
MEM 32.023438 1551052124.3599
MEM 32.023438 1551052124.4607
MEM 32.023438 1551052124.5613
MEM 32.023438 1551052124.6620
MEM 32.023438 1551052124.7627
MEM 32.023438 1551052124.8634
MEM 32.023438 1551052124.9641
MEM 32.023438 1551052125.0648
MEM 32.023438 1551052125.1655
MEM 32.023438 1551052125.2661
MEM 32.023438 1551052125.3669
MEM 32.023438 1551052125.4675
MEM 32.023438 1551052125.5683
MEM 32.023438 1551052125.6689
MEM 32.023438 1551052125.7696
MEM 32.023438 1551052125.8702
MEM 32.023438 1551052125.9709
MEM 32.023438 1551052126.0716
MEM 32.023438 1551052126.1723
MEM 32.023438 1551052126.2729
MEM 32.023438 1551052126.3736
MEM 32.023438 1551052126.4743
MEM 32.023438 1551052126.5750
MEM 32.023438 1551052126.6757
MEM 32.023438 1551052126.7763
MEM 32.023438 1551052126.8769
MEM 32.023438 1551052126.9776
MEM 32.023438 1551052127.0783
MEM 32.023438 1551052127.1790
MEM 32.023438 1551052127.2797
MEM 32.023438 1551052127.3804
MEM 32.023438 1551052127.4811
MEM 32.023438 1551052127.5818
MEM 32.023438 1551052127.6822
MEM 32.023438 1551052127.7825
MEM 32.023438 1551052127.8828
MEM 32.226562 1551052127.9831
MEM 32.332031 1551052128.0834
MEM 32.332031 1551052128.1837
MEM 33.238281 1551052128.2840
MEM 36.167969 1551052128.3843
MEM 36.167969 1551052128.4847
MEM 36.167969 1551052128.5849
MEM 36.468750 1551052128.6852
MEM 36.468750 1551052128.7855
MEM 36.468750 1551052128.8859
MEM 36.468750 1551052128.9862
MEM 36.468750 1551052129.0865
MEM 36.468750 1551052129.1868
MEM 36.468750 1551052129.2871
MEM 36.468750 1551052129.3874
MEM 36.468750 1551052129.4878
MEM 36.468750 1551052129.5882
MEM 36.468750 1551052129.6885
MEM 36.796875 1551052129.7888
MEM 36.796875 1551052129.8891
MEM 37.050781 1551052129.9894
MEM 37.050781 1551052130.0897
MEM 37.050781 1551052130.1900
MEM 37.308594 1551052130.2903
MEM 37.308594 1551052130.3906
MEM 37.308594 1551052130.4909
MEM 37.613281 1551052130.5913
MEM 37.613281 1551052130.6916
MEM 37.613281 1551052130.7919
MEM 37.867188 1551052130.8922
MEM 37.867188 1551052130.9925
MEM 37.867188 1551052131.0928
MEM 38.125000 1551052131.1931
MEM 38.125000 1551052131.2935
MEM 38.382812 1551052131.3938
MEM 38.382812 1551052131.4941
MEM 38.382812 1551052131.5944
MEM 38.640625 1551052131.6947
